Timestamp (UTC),Transaction Description,Currency,Amount,To Currency,To Amount,Native Currency,Native Amount,Native Amount (in USD),Transaction Kind,Transaction Hash
2024-09-01 07:38:08,Withdraw CRO (Cronos),CRO,-200.0,,,USD,15.8553963360004805926418223984674,15.8553963360004805926418223984674,crypto_withdrawal,0x7b22cc380efd7a6a6b3d97863f4c6dd0368b12b8637fcd0c801d0472b415f3cd
2024-08-22 13:49:16,Balance Conversion,USDC,0.592263984,,,USD,0.58900803631988648376241808832375,0.58900803631988648376241808832375,crypto_wallet_swap_credited,
2024-08-22 13:49:16,Balance Conversion,REEF,-750.0,,,USD,0.56056905501512867414845588266483,0.56056905501512867414845588266483,crypto_wallet_swap_debited,
2024-05-21 03:50:51,Balance Conversion,ZERC,21.9,,,USD,4.487704918032786885245901639,4.487704918032786885245901639,crypto_wallet_swap_credited,
2024-05-21 03:50:51,Balance Conversion,DERC,-21.9,,,USD,4.469843861618532503316664966,4.469843861618532503316664966,crypto_wallet_swap_debited,
2024-01-30 22:04:58,Instant Buy Repayment,USD,-20.0,,,USD,20.0,20.0,viban_deposit_precredit_repayment,
2024-01-19 08:58:06,Rewards+ Trading Rebate,CRO,0.13253134,,,USD,0.01063354676609993023934335247261,0.01063354676609993023934335247261,reward.loyalty_program.trading_rebate.crypto_wallet,
2024-01-19 08:58:04,USD -> ONDO,USD,-21.83,ONDO,105.5,USD,21.83,21.83,viban_purchase,
2024-01-19 08:57:02,Instant Buy Precredit,USD,20.0,,,USD,20.0,20.0,viban_deposit_precredit,
2024-01-11 01:57:10,USD -> MXC,USD,-5.0,MXC,567.0,USD,5.0,5.0,viban_purchase,
2024-01-11 00:18:24,Rewards+ Trading Rebate,CRO,0.10618231,,,USD,0.00962292504783393702493696578225,0.00962292504783393702493696578225,reward.loyalty_program.trading_rebate.crypto_wallet,
2024-01-11 00:18:21,USD -> XAI,USD,-20.0,XAI,32.61,USD,20.0,20.0,viban_purchase,
2024-01-10 12:56:30,LTC UpDown Options,USD,0.0,,,USD,0.0,0.0,trading.knock_outs.cash_account.knock_out_order,
2024-01-10 12:53:05,ETH UpDown Options,USD,0.0,,,USD,0.0,0.0,trading.knock_outs.cash_account.knock_out_order,
2024-01-10 08:43:23,BCH UpDown Options,USD,0.0,,,USD,0.0,0.0,trading.knock_outs.cash_account.knock_out_order,
2024-01-10 08:34:12,BCH UpDown Options,USD,-11.99,,,USD,11.99,11.99,trading.knock_outs.cash_account.open_order,
2024-01-10 08:31:36,ETH UpDown Options,USD,-36.99,,,USD,36.99,36.99,trading.knock_outs.cash_account.open_order,
2024-01-10 08:30:48,LTC UpDown Options,USD,-24.99,,,USD,24.99,24.99,trading.knock_outs.cash_account.open_order,
2023-09-26 08:23:59,Withdraw BONE (Cronos),BONE,-2.0,,,USD,1.57605983920013858582206783030802,1.57605983920013858582206783030802,crypto_withdrawal,0xd7301332452cc54d2d39627af862654ce2b9ed16cc97f67fb7539f924c56226c
2023-09-26 05:36:10,USD -> BONE,USD,-25.06,BONE,28.01,USD,25.06,25.06,viban_purchase,
2023-09-26 05:34:04,USD -> BONE,USD,-10.0,BONE,11.22,USD,10.0,10.0,viban_purchase,
2023-09-23 04:00:03,Recurring Buy,USD,20.0,CRO,392.065038087141578322,USD,20.0,20.0,recurring_buy_order,
2023-09-20 19:16:39,USD -> WLD,USD,-3.07,WLD,2.0,USD,3.07,3.07,viban_purchase,
2023-09-16 04:05:05,Recurring Buy,USD,20.0,CRO,384.192315027563095422,USD,20.0,20.0,recurring_buy_order,
2023-09-14 22:02:24,Instant Buy Repayment,USD,-80.0,,,USD,80.0,80.0,viban_deposit_precredit_repayment,
2023-09-14 22:01:25,Instant Buy Repayment,USD,-20.0,,,USD,20.0,20.0,viban_deposit_precredit_repayment,
2023-09-14 03:30:56,USD -> WLD,USD,-10.23,WLD,10.0,USD,10.23,10.23,viban_purchase,
2023-09-14 03:30:08,USD -> BONE,USD,-10.0,BONE,11.61,USD,10.0,10.0,viban_purchase,
2023-09-11 03:32:48,USD -> BONE,USD,-9.46,BONE,10.0,USD,9.46,9.46,viban_purchase,
2023-09-11 03:32:02,USD -> WLD,USD,-11.18,WLD,10.0,USD,11.18,11.18,viban_purchase,
2023-09-09 04:01:21,Recurring Buy,USD,20.0,CRO,373.393269886316396269,USD,20.0,20.0,recurring_buy_order,
2023-09-07 02:28:55,USD -> WLD,USD,-21.0,WLD,15.03,USD,21.0,21.0,viban_purchase,
2023-09-05 04:41:14,Instant Buy Precredit,USD,80.0,,,USD,80.0,80.0,viban_deposit_precredit,
2023-09-04 15:08:33,Instant Buy Precredit,USD,20.0,,,USD,20.0,20.0,viban_deposit_precredit,
2023-09-02 04:01:10,Recurring Buy,USD,20.0,CRO,391.004858194587153218,USD,20.0,20.0,recurring_buy_order,
2023-09-01 22:00:38,Instant Buy Repayment,USD,-20.0,,,USD,20.0,20.0,viban_deposit_precredit_repayment,
2023-08-30 22:02:39,Instant Buy Repayment,USD,-20.0,,,USD,20.0,20.0,viban_deposit_precredit_repayment,
2023-08-26 04:05:12,Recurring Buy,USD,20.0,CRO,384.215594121827643917,USD,20.0,20.0,recurring_buy_order,
2023-08-25 22:01:15,Instant Buy Repayment,USD,-100.0,,,USD,100.0,100.0,viban_deposit_precredit_repayment,
2023-08-23 20:21:50,USDT -> PYUSD,USDT,-9.117108,PYUSD,9.0,USD,8.96841047618087056361468108463411,8.96841047618087056361468108463411,crypto_exchange,
2023-08-23 19:43:28,USD -> USDT,USD,-10.35,USDT,10.2,USD,10.35,10.35,viban_purchase,
2023-08-23 19:41:33,USD -> ONE,USD,-1.0,ONE,93.0,USD,1.0,1.0,viban_purchase,
2023-08-23 19:40:38,USD -> SDN,USD,-1.25,SDN,4.85,USD,1.25,1.25,viban_purchase,
2023-08-23 19:39:32,USD -> WLD,USD,-1.42,WLD,1.0,USD,1.42,1.42,viban_purchase,
2023-08-23 13:50:35,USD -> XRP,USD,-10.0,XRP,19.04,USD,10.0,10.0,viban_purchase,
2023-08-23 13:49:14,Instant Buy Precredit,USD,20.0,,,USD,20.0,20.0,viban_deposit_precredit,
2023-08-22 02:53:14,USD -> MXC,USD,-2.0,MXC,225.0,USD,2.0,2.0,viban_purchase,
2023-08-22 02:50:55,USD -> WLD,USD,-1.5,WLD,1.0,USD,1.5,1.5,viban_purchase,
2023-08-22 02:50:08,USD -> TRU,USD,-1.0,TRU,30.5,USD,1.0,1.0,viban_purchase,
2023-08-21 23:41:25,USD -> BONE,USD,-1.21,BONE,1.0,USD,1.21,1.21,viban_purchase,
2023-08-21 23:38:47,USD -> BOSON,USD,-1.0,BOSON,8.4,USD,1.0,1.0,viban_purchase,
2023-08-20 15:11:45,USD -> LBR,USD,-1.65,LBR,1.0,USD,1.65,1.65,viban_purchase,
2023-08-20 15:10:04,USD -> RVN,USD,-1.0,RVN,62.0,USD,1.0,1.0,viban_purchase,
2023-08-20 15:09:06,USD -> WLD,USD,-1.49,WLD,1.0,USD,1.49,1.49,viban_purchase,
2023-08-20 15:08:25,USD -> LUNA2,USD,-0.9,LUNA2,2.0,USD,0.9,0.9,viban_purchase,
2023-08-20 15:07:47,USD -> RONIN,USD,-1.0,RONIN,1.65,USD,1.0,1.0,viban_purchase,
2023-08-20 15:03:24,USD -> BONE,USD,-1.23,BONE,1.0,USD,1.23,1.23,viban_purchase,
2023-08-20 15:02:04,USD -> LUNC,USD,-1.0,LUNC,14600.0,USD,1.0,1.0,viban_purchase,
